CMDLINE python tracing_client_bench_mem.py
MEM 162.281250 1732392456.9417
MEM 164.281250 1732392457.0468
MEM 169.890625 1732392457.1519
MEM 175.625000 1732392457.2570
MEM 182.578125 1732392457.3621
MEM 186.703125 1732392457.4626
MEM 189.031250 1732392457.5628
MEM 182.203125 1732392457.6680
MEM 181.484375 1732392457.7727
MEM 182.500000 1732392457.8745
MEM 186.765625 1732392457.9796
MEM 190.390625 1732392458.0847
MEM 196.187500 1732392458.1898
MEM 201.750000 1732392458.2949
MEM 204.328125 1732392458.3999
MEM 206.328125 1732392458.5050
MEM 207.484375 1732392458.6101
MEM 210.609375 1732392458.7152
MEM 212.828125 1732392458.8202
MEM 218.593750 1732392458.9204
MEM 226.031250 1732392459.0255
MEM 221.437500 1732392459.1301
MEM 226.078125 1732392459.2312
MEM 223.500000 1732392459.3348
MEM 228.531250 1732392459.4398
MEM 229.015625 1732392459.5413
MEM 232.031250 1732392459.6435
MEM 231.062500 1732392459.7485
MEM 232.765625 1732392459.8535
MEM 237.546875 1732392459.9586
MEM 242.250000 1732392460.0638
MEM 247.390625 1732392460.1657
MEM 243.078125 1732392460.2661
MEM 231.671875 1732392460.3710
MEM 239.546875 1732392460.4762
MEM 230.531250 1732392460.5775
MEM 206.359375 1732392460.6781
MEM 210.453125 1732392460.7831
MEM 203.171875 1732392460.8883
MEM 201.343750 1732392460.9937
MEM 196.078125 1732392461.0989
MEM 194.062500 1732392461.2020
MEM 195.906250 1732392461.3028
MEM 196.046875 1732392461.4080
MEM 189.625000 1732392461.5130
MEM 191.593750 1732392461.6181
MEM 196.078125 1732392461.7195
MEM 183.406250 1732392461.8247
MEM 189.875000 1732392461.9299
MEM 184.093750 1732392462.0312
MEM 186.421875 1732392462.1362
MEM 191.328125 1732392462.2414
MEM 193.687500 1732392462.3465
MEM 197.859375 1732392462.4502
MEM 198.937500 1732392462.5516
MEM 202.687500 1732392462.6568
MEM 204.734375 1732392462.7619
MEM 206.515625 1732392462.8670
MEM 203.703125 1732392462.9678
MEM 198.453125 1732392463.0730
MEM 205.484375 1732392463.1741
MEM 211.828125 1732392463.2783
MEM 211.843750 1732392463.3834
MEM 215.546875 1732392463.4884
MEM 216.375000 1732392463.5896
MEM 220.671875 1732392463.6948
MEM 224.437500 1732392463.7999
MEM 229.328125 1732392463.9049
MEM 232.312500 1732392464.0100
MEM 226.640625 1732392464.1140
MEM 220.296875 1732392464.2191
MEM 224.921875 1732392464.3240
MEM 227.390625 1732392464.4250
MEM 228.906250 1732392464.5301
MEM 233.500000 1732392464.6352
MEM 233.140625 1732392464.7403
MEM 236.765625 1732392464.8454
MEM 241.234375 1732392464.9500
MEM 243.328125 1732392465.0501
MEM 241.156250 1732392465.1505
MEM 216.703125 1732392465.2507
MEM 217.500000 1732392465.3558
MEM 221.625000 1732392465.4609
MEM 224.656250 1732392465.5660
MEM 231.609375 1732392465.6693
MEM 223.484375 1732392465.7705
MEM 227.015625 1732392465.8757
MEM 226.796875 1732392465.9761
MEM 231.546875 1732392466.0800
MEM 236.484375 1732392466.1819
MEM 236.515625 1732392466.2825
MEM 238.781250 1732392466.3833
MEM 243.578125 1732392466.4874
MEM 251.578125 1732392466.5925
MEM 254.437500 1732392466.6977
MEM 259.234375 1732392466.8029
MEM 262.500000 1732392466.9048
MEM 267.500000 1732392467.0065
MEM 267.312500 1732392467.1116
MEM 263.781250 1732392467.2121
MEM 208.640625 1732392467.3175
MEM 210.046875 1732392467.4228
MEM 219.015625 1732392467.5281
MEM 222.125000 1732392467.6314
MEM 163.734375 1732392467.7363
MEM 154.296875 1732392467.8415
MEM 151.718750 1732392467.9467
MEM 156.750000 1732392468.0471
MEM 159.421875 1732392468.1523
MEM 164.406250 1732392468.2544
MEM 169.109375 1732392468.3574
MEM 170.968750 1732392468.4624
MEM 174.250000 1732392468.5635
MEM 175.562500 1732392468.6666
MEM 177.031250 1732392468.7685
MEM 180.593750 1732392468.8697
MEM 166.390625 1732392468.9710
MEM 166.750000 1732392469.0745
MEM 161.468750 1732392469.1796
MEM 164.546875 1732392469.2848
MEM 159.890625 1732392469.3894
MEM 167.406250 1732392469.4945
MEM 162.781250 1732392469.5958
MEM 149.140625 1732392469.6990
MEM 148.656250 1732392469.8032
MEM 154.703125 1732392469.9067
MEM 158.968750 1732392470.0118
MEM 165.046875 1732392470.1140
MEM 161.328125 1732392470.2188
MEM 164.484375 1732392470.3220
MEM 165.203125 1732392470.4272
MEM 168.515625 1732392470.5276
MEM 166.640625 1732392470.6278
MEM 153.468750 1732392470.7282
MEM 151.140625 1732392470.8303
MEM 146.640625 1732392470.9354
MEM 145.250000 1732392471.0405
MEM 145.203125 1732392471.1456
MEM 145.250000 1732392471.2508
MEM 143.468750 1732392471.3560
MEM 139.250000 1732392471.4612
MEM 122.046875 1732392471.5664
MEM 124.468750 1732392471.6695
MEM 125.171875 1732392471.7747
MEM 126.937500 1732392471.8793
MEM 124.375000 1732392471.9844
MEM 121.812500 1732392472.0884
MEM 123.343750 1732392472.1913
MEM 123.046875 1732392472.2965
MEM 132.515625 1732392472.4016
MEM 133.921875 1732392472.5067
MEM 129.937500 1732392472.6123
MEM 122.937500 1732392472.7129
MEM 119.343750 1732392472.8174
MEM 126.640625 1732392472.9226
MEM 129.796875 1732392473.0277
MEM 134.281250 1732392473.1283
MEM 136.546875 1732392473.2305
MEM 142.250000 1732392473.3357
MEM 150.187500 1732392473.4403
MEM 151.859375 1732392473.5413
MEM 153.953125 1732392473.6433
MEM 155.796875 1732392473.7472
MEM 156.125000 1732392473.8506
MEM 159.218750 1732392473.9558
MEM 160.640625 1732392474.0608
MEM 161.265625 1732392474.1659
MEM 166.625000 1732392474.2710
MEM 163.500000 1732392474.3761
MEM 168.375000 1732392474.4811
MEM 175.671875 1732392474.5862
MEM 178.171875 1732392474.6913
MEM 180.828125 1732392474.7964
MEM 184.859375 1732392474.8984
MEM 185.875000 1732392475.0038
MEM 188.656250 1732392475.1089
MEM 195.671875 1732392475.2140
MEM 198.031250 1732392475.3191
MEM 199.312500 1732392475.4243
MEM 202.875000 1732392475.5293
MEM 207.296875 1732392475.6344
MEM 208.921875 1732392475.7395
MEM 210.671875 1732392475.8435
MEM 215.421875 1732392475.9487
MEM 222.875000 1732392476.0519
MEM 223.781250 1732392476.1521
MEM 227.437500 1732392476.2538
MEM 232.812500 1732392476.3540
MEM 237.140625 1732392476.4545
MEM 239.640625 1732392476.5586
MEM 245.125000 1732392476.6590
MEM 245.296875 1732392476.7642
MEM 245.515625 1732392476.8644
MEM 248.359375 1732392476.9694
MEM 248.609375 1732392477.0745
MEM 239.687500 1732392477.1796
MEM 244.531250 1732392477.2809
MEM 248.171875 1732392477.3862
MEM 251.328125 1732392477.4866
MEM 243.703125 1732392477.5918
MEM 241.421875 1732392477.6935
MEM 245.953125 1732392477.7986
MEM 250.062500 1732392477.9037
MEM 254.078125 1732392478.0086
MEM 255.468750 1732392478.1138
MEM 260.953125 1732392478.2142
MEM 257.625000 1732392478.3163
MEM 261.796875 1732392478.4213
MEM 263.359375 1732392478.5246
MEM 264.937500 1732392478.6298
MEM 266.593750 1732392478.7350
MEM 271.343750 1732392478.8350
MEM 276.968750 1732392478.9402
MEM 281.750000 1732392479.0453
MEM 275.390625 1732392479.1486
MEM 277.843750 1732392479.2536
MEM 282.515625 1732392479.3587
MEM 286.500000 1732392479.4639
MEM 288.484375 1732392479.5689
MEM 292.328125 1732392479.6740
MEM 295.281250 1732392479.7792
MEM 297.968750 1732392479.8844
MEM 299.843750 1732392479.9895
MEM 275.406250 1732392480.0946
MEM 281.156250 1732392480.1951
MEM 281.562500 1732392480.2963
MEM 280.890625 1732392480.4003
MEM 289.234375 1732392480.5054
MEM 274.734375 1732392480.6096
MEM 261.234375 1732392480.7121
MEM 266.125000 1732392480.8172
MEM 269.218750 1732392480.9223
MEM 276.328125 1732392481.0274
MEM 277.359375 1732392481.1290
MEM 280.406250 1732392481.2342
MEM 286.921875 1732392481.3393
MEM 290.593750 1732392481.4444
MEM 292.671875 1732392481.5470
MEM 288.781250 1732392481.6521
MEM 288.312500 1732392481.7572
MEM 293.171875 1732392481.8588
MEM 296.953125 1732392481.9640
MEM 301.625000 1732392482.0691
MEM 294.953125 1732392482.1741
MEM 290.343750 1732392482.2771
MEM 294.296875 1732392482.3822
MEM 299.078125 1732392482.4873
MEM 299.312500 1732392482.5923
MEM 302.453125 1732392482.6974
MEM 252.390625 1732392482.8025
MEM 256.343750 1732392482.9075
MEM 260.000000 1732392483.0127
MEM 265.093750 1732392483.1178
MEM 267.078125 1732392483.2228
MEM 267.921875 1732392483.3280
MEM 267.453125 1732392483.4331
MEM 269.109375 1732392483.5381
MEM 275.343750 1732392483.6432
MEM 277.781250 1732392483.7482
MEM 281.187500 1732392483.8534
MEM 284.843750 1732392483.9585
MEM 286.734375 1732392484.0636
MEM 260.328125 1732392484.1687
MEM 265.218750 1732392484.2738
MEM 266.515625 1732392484.3790
MEM 268.875000 1732392484.4841
MEM 270.468750 1732392484.5892
MEM 274.078125 1732392484.6944
MEM 273.687500 1732392484.7955
MEM 274.843750 1732392484.9006
MEM 276.734375 1732392485.0011
MEM 281.015625 1732392485.1062
MEM 276.968750 1732392485.2112
MEM 280.265625 1732392485.3146
MEM 280.406250 1732392485.4197
MEM 286.312500 1732392485.5224
MEM 285.328125 1732392485.6264
MEM 289.453125 1732392485.7278
MEM 294.328125 1732392485.8302
MEM 297.765625 1732392485.9353
MEM 298.562500 1732392486.0359
MEM 293.187500 1732392486.1405
MEM 257.171875 1732392486.2419
MEM 245.312500 1732392486.3454
MEM 244.437500 1732392486.4460
MEM 239.328125 1732392486.5512
MEM 224.375000 1732392486.6526
MEM 228.468750 1732392486.7565
MEM 229.296875 1732392486.8616
MEM 231.500000 1732392486.9667
MEM 231.218750 1732392487.0719
MEM 211.875000 1732392487.1770
MEM 218.437500 1732392487.2821
MEM 220.890625 1732392487.3840
MEM 181.781250 1732392487.4856
MEM 183.000000 1732392487.5858
MEM 176.437500 1732392487.6886
MEM 154.140625 1732392487.7889
MEM 150.796875 1732392487.8892
MEM 154.609375 1732392487.9929
MEM 151.343750 1732392488.0957
MEM 154.500000 1732392488.2008
MEM 156.343750 1732392488.3032
MEM 158.000000 1732392488.4057
MEM 160.703125 1732392488.5108
MEM 167.093750 1732392488.6159
MEM 169.093750 1732392488.7211
MEM 172.484375 1732392488.8262
MEM 178.234375 1732392488.9313
MEM 177.406250 1732392489.0324
MEM 174.437500 1732392489.1362
MEM 171.156250 1732392489.2413
MEM 175.953125 1732392489.3463
MEM 179.000000 1732392489.4514
MEM 185.843750 1732392489.5565
MEM 189.250000 1732392489.6617
MEM 188.671875 1732392489.7669
MEM 189.359375 1732392489.8718
MEM 194.250000 1732392489.9738
MEM 194.265625 1732392490.0790
MEM 199.953125 1732392490.1840
MEM 202.156250 1732392490.2891
MEM 204.296875 1732392490.3942
MEM 208.484375 1732392490.4993
MEM 211.125000 1732392490.6043
MEM 212.781250 1732392490.7095
MEM 212.750000 1732392490.8145
MEM 218.171875 1732392490.9201
MEM 223.281250 1732392491.0251
MEM 226.312500 1732392491.1302
MEM 230.718750 1732392491.2309
MEM 235.187500 1732392491.3360
MEM 236.843750 1732392491.4411
MEM 241.296875 1732392491.5454
MEM 245.515625 1732392491.6505
MEM 229.453125 1732392491.7556
MEM 231.015625 1732392491.8584
MEM 233.968750 1732392491.9635
MEM 239.546875 1732392492.0685
MEM 241.578125 1732392492.1736
MEM 244.234375 1732392492.2787
MEM 250.671875 1732392492.3838
MEM 255.531250 1732392492.4889
MEM 257.546875 1732392492.5940
MEM 262.828125 1732392492.6991
MEM 267.515625 1732392492.8042
MEM 272.187500 1732392492.9092
MEM 275.593750 1732392493.0143
MEM 277.593750 1732392493.1194
MEM 281.281250 1732392493.2246
MEM 287.343750 1732392493.3282
MEM 292.000000 1732392493.4298
MEM 294.796875 1732392493.5302
MEM 297.593750 1732392493.6353
MEM 302.046875 1732392493.7404
MEM 303.953125 1732392493.8455
MEM 307.187500 1732392493.9505
MEM 312.750000 1732392494.0556
MEM 288.234375 1732392494.1560
MEM 291.234375 1732392494.2611
MEM 295.593750 1732392494.3661
MEM 302.859375 1732392494.4677
MEM 305.000000 1732392494.5695
MEM 307.921875 1732392494.6701
MEM 310.656250 1732392494.7752
MEM 314.453125 1732392494.8803
MEM 317.171875 1732392494.9854
MEM 317.906250 1732392495.0905
MEM 304.656250 1732392495.1956
MEM 308.703125 1732392495.2958
MEM 306.984375 1732392495.3979
MEM 308.656250 1732392495.5030
MEM 310.312500 1732392495.6078
MEM 313.687500 1732392495.7130
MEM 315.343750 1732392495.8181
MEM 317.000000 1732392495.9232
MEM 318.656250 1732392496.0283
MEM 320.750000 1732392496.1334
MEM 322.406250 1732392496.2386
MEM 324.062500 1732392496.3436
MEM 331.437500 1732392496.4442
MEM 334.015625 1732392496.5494
MEM 337.812500 1732392496.6545
MEM 339.281250 1732392496.7595
MEM 342.125000 1732392496.8646
MEM 343.500000 1732392496.9697
MEM 345.937500 1732392497.0748
MEM 350.484375 1732392497.1798
MEM 338.250000 1732392497.2849
MEM 334.328125 1732392497.3901
MEM 317.703125 1732392497.4952
MEM 313.859375 1732392497.6003
MEM 317.734375 1732392497.7054
MEM 320.656250 1732392497.8084
MEM 320.484375 1732392497.9135
MEM 327.375000 1732392498.0187
MEM 329.234375 1732392498.1239
MEM 331.562500 1732392498.2290
MEM 335.000000 1732392498.3340
MEM 336.171875 1732392498.4391
MEM 315.359375 1732392498.5395
MEM 313.765625 1732392498.6446
MEM 319.437500 1732392498.7497
MEM 303.078125 1732392498.8505
MEM 283.640625 1732392498.9512
MEM 278.515625 1732392499.0563
MEM 262.156250 1732392499.1581
MEM 199.828125 1732392499.2592
MEM 199.343750 1732392499.3597
MEM 158.625000 1732392499.4639
MEM 152.890625 1732392499.5642
MEM 153.203125 1732392499.6688
MEM 137.828125 1732392499.7737
MEM 122.296875 1732392499.8789
MEM 121.375000 1732392499.9790
MEM 121.656250 1732392500.0813
MEM 122.359375 1732392500.1836
MEM 126.046875 1732392500.2861
MEM 128.703125 1732392500.3913
MEM 131.562500 1732392500.4952
MEM 136.984375 1732392500.6004
MEM 136.781250 1732392500.7023
MEM 140.562500 1732392500.8046
MEM 146.937500 1732392500.9097
MEM 150.953125 1732392501.0111
MEM 150.062500 1732392501.1163
MEM 156.671875 1732392501.2195
MEM 161.140625 1732392501.3234
MEM 160.718750 1732392501.4238
MEM 164.750000 1732392501.5278
MEM 170.984375 1732392501.6330
MEM 177.000000 1732392501.7366
MEM 181.515625 1732392501.8391
MEM 187.875000 1732392501.9457
MEM 188.718750 1732392502.0483
MEM 188.765625 1732392502.1534
MEM 190.203125 1732392502.2584
MEM 194.671875 1732392502.3635
MEM 199.375000 1732392502.4686
MEM 204.906250 1732392502.5736
MEM 207.000000 1732392502.6787
MEM 202.250000 1732392502.7791
MEM 203.375000 1732392502.8800
MEM 193.203125 1732392502.9809
MEM 194.781250 1732392503.0832
MEM 194.187500 1732392503.1842
MEM 189.062500 1732392503.2849
MEM 182.609375 1732392503.3898
MEM 172.890625 1732392503.4910
MEM 165.453125 1732392503.5962
MEM 162.406250 1732392503.6993
MEM 163.437500 1732392503.8008
MEM 165.281250 1732392503.9049
MEM 164.687500 1732392504.0064
MEM 158.671875 1732392504.1123
MEM 146.031250 1732392504.2173
MEM 148.750000 1732392504.3224
MEM 150.437500 1732392504.4275
MEM 154.046875 1732392504.5314
MEM 156.953125 1732392504.6366
MEM 160.421875 1732392504.7417
MEM 153.656250 1732392504.8470
MEM 156.046875 1732392504.9518
MEM 157.281250 1732392505.0578
MEM 159.859375 1732392505.1632
MEM 163.578125 1732392505.2668
MEM 162.484375 1732392505.3684
MEM 159.718750 1732392505.4727
MEM 163.093750 1732392505.5765
MEM 165.984375 1732392505.6819
MEM 166.984375 1732392505.7877
MEM 170.578125 1732392505.8928
MEM 172.562500 1732392505.9977
MEM 174.968750 1732392506.1022
MEM 177.062500 1732392506.2075
MEM 178.156250 1732392506.3091
MEM 179.750000 1732392506.4140
MEM 174.546875 1732392506.5187
MEM 174.531250 1732392506.6228
MEM 176.531250 1732392506.7238
MEM 170.656250 1732392506.8280
MEM 171.703125 1732392506.9328
MEM 174.687500 1732392507.0360
MEM 177.578125 1732392507.1406
MEM 178.609375 1732392507.2449
