CMDLINE python tracing_client_bench_mem.py
MEM 284.062500 1732392314.7121
MEM 288.640625 1732392314.8171
MEM 289.765625 1732392314.9222
MEM 290.421875 1732392315.0274
MEM 291.625000 1732392315.1325
MEM 290.281250 1732392315.2376
MEM 291.421875 1732392315.3403
MEM 294.390625 1732392315.4454
MEM 294.890625 1732392315.5505
MEM 295.375000 1732392315.6556
MEM 296.921875 1732392315.7607
MEM 297.000000 1732392315.8660
MEM 299.453125 1732392315.9710
MEM 301.375000 1732392316.0762
MEM 301.968750 1732392316.1813
MEM 303.781250 1732392316.2865
MEM 308.343750 1732392316.3867
MEM 310.562500 1732392316.4918
MEM 311.375000 1732392316.5969
MEM 315.625000 1732392316.7021
MEM 321.078125 1732392316.8073
MEM 321.250000 1732392316.9124
MEM 324.109375 1732392317.0176
MEM 325.234375 1732392317.1227
MEM 329.640625 1732392317.2241
MEM 330.625000 1732392317.3242
MEM 334.593750 1732392317.4294
MEM 339.328125 1732392317.5345
MEM 337.156250 1732392317.6396
MEM 339.671875 1732392317.7448
MEM 341.656250 1732392317.8455
MEM 344.343750 1732392317.9506
MEM 339.078125 1732392318.0549
MEM 337.437500 1732392318.1597
MEM 340.718750 1732392318.2628
MEM 336.250000 1732392318.3680
MEM 340.296875 1732392318.4700
MEM 342.718750 1732392318.5752
MEM 345.921875 1732392318.6803
MEM 349.734375 1732392318.7817
MEM 353.781250 1732392318.8868
MEM 337.968750 1732392318.9918
MEM 267.859375 1732392319.0927
MEM 264.781250 1732392319.1977
MEM 264.234375 1732392319.3001
MEM 254.171875 1732392319.4052
MEM 233.734375 1732392319.5067
MEM 229.390625 1732392319.6104
MEM 217.015625 1732392319.7135
MEM 195.328125 1732392319.8189
MEM 188.453125 1732392319.9212
MEM 157.453125 1732392320.0265
MEM 142.718750 1732392320.1309
MEM 134.546875 1732392320.2360
MEM 122.593750 1732392320.3363
MEM 127.968750 1732392320.4414
MEM 133.796875 1732392320.5467
MEM 132.890625 1732392320.6520
MEM 139.859375 1732392320.7572
MEM 135.031250 1732392320.8579
MEM 135.640625 1732392320.9631
MEM 142.453125 1732392321.0682
MEM 144.578125 1732392321.1733
MEM 138.140625 1732392321.2738
MEM 136.406250 1732392321.3745
MEM 130.421875 1732392321.4752
MEM 120.296875 1732392321.5803
MEM 119.296875 1732392321.6854
MEM 120.546875 1732392321.7907
MEM 126.671875 1732392321.8959
MEM 131.265625 1732392322.0010
MEM 133.656250 1732392322.1061
MEM 137.500000 1732392322.2112
MEM 140.343750 1732392322.3163
MEM 141.906250 1732392322.4214
MEM 144.515625 1732392322.5264
MEM 149.437500 1732392322.6315
MEM 152.421875 1732392322.7366
MEM 155.125000 1732392322.8418
MEM 158.609375 1732392322.9470
MEM 161.968750 1732392323.0520
MEM 163.671875 1732392323.1572
MEM 166.750000 1732392323.2624
MEM 171.359375 1732392323.3674
MEM 171.406250 1732392323.4712
MEM 172.875000 1732392323.5762
MEM 177.609375 1732392323.6814
MEM 181.890625 1732392323.7833
MEM 183.296875 1732392323.8856
MEM 186.781250 1732392323.9907
MEM 184.562500 1732392324.0958
MEM 190.531250 1732392324.2009
MEM 193.875000 1732392324.3060
MEM 193.796875 1732392324.4064
MEM 198.031250 1732392324.5115
MEM 201.156250 1732392324.6120
MEM 206.328125 1732392324.7172
MEM 198.750000 1732392324.8173
MEM 204.765625 1732392324.9225
MEM 206.812500 1732392325.0275
MEM 211.968750 1732392325.1282
MEM 217.281250 1732392325.2333
MEM 220.859375 1732392325.3384
MEM 225.328125 1732392325.4435
MEM 230.812500 1732392325.5461
MEM 231.890625 1732392325.6512
MEM 233.312500 1732392325.7515
MEM 227.078125 1732392325.8524
MEM 231.093750 1732392325.9526
MEM 237.875000 1732392326.0577
MEM 239.625000 1732392326.1628
MEM 242.296875 1732392326.2679
MEM 246.609375 1732392326.3687
MEM 247.796875 1732392326.4738
MEM 250.875000 1732392326.5788
MEM 254.328125 1732392326.6839
MEM 258.531250 1732392326.7890
MEM 260.171875 1732392326.8943
MEM 265.234375 1732392326.9994
MEM 269.546875 1732392327.1046
MEM 270.187500 1732392327.2097
MEM 262.890625 1732392327.3101
MEM 247.296875 1732392327.4153
MEM 247.984375 1732392327.5204
MEM 220.765625 1732392327.6216
MEM 221.343750 1732392327.7267
MEM 224.843750 1732392327.8318
MEM 226.468750 1732392327.9369
MEM 226.484375 1732392328.0420
MEM 227.687500 1732392328.1471
MEM 230.500000 1732392328.2521
MEM 229.968750 1732392328.3531
MEM 231.765625 1732392328.4540
MEM 228.125000 1732392328.5542
MEM 231.046875 1732392328.6593
MEM 236.796875 1732392328.7644
MEM 239.843750 1732392328.8647
MEM 241.062500 1732392328.9651
MEM 228.281250 1732392329.0703
MEM 227.609375 1732392329.1754
MEM 229.234375 1732392329.2805
MEM 174.562500 1732392329.3857
MEM 169.093750 1732392329.4909
MEM 173.234375 1732392329.5960
MEM 175.187500 1732392329.7010
MEM 176.859375 1732392329.8061
MEM 172.437500 1732392329.9112
MEM 174.953125 1732392330.0163
MEM 172.109375 1732392330.1214
MEM 177.750000 1732392330.2265
MEM 181.531250 1732392330.3316
MEM 180.140625 1732392330.4367
MEM 182.671875 1732392330.5418
MEM 186.703125 1732392330.6469
MEM 190.281250 1732392330.7520
MEM 195.546875 1732392330.8571
MEM 199.109375 1732392330.9622
MEM 201.125000 1732392331.0673
MEM 205.265625 1732392331.1695
MEM 208.765625 1732392331.2746
MEM 211.890625 1732392331.3797
MEM 213.859375 1732392331.4849
MEM 213.453125 1732392331.5854
MEM 217.796875 1732392331.6905
MEM 212.593750 1732392331.7925
MEM 217.531250 1732392331.8968
MEM 216.390625 1732392332.0020
MEM 216.812500 1732392332.1061
MEM 216.687500 1732392332.2082
MEM 219.343750 1732392332.3099
MEM 216.734375 1732392332.4127
MEM 217.234375 1732392332.5178
MEM 218.359375 1732392332.6229
MEM 219.546875 1732392332.7281
MEM 226.656250 1732392332.8298
MEM 227.234375 1732392332.9349
MEM 230.281250 1732392333.0366
MEM 234.500000 1732392333.1417
MEM 238.531250 1732392333.2468
MEM 241.812500 1732392333.3470
MEM 245.812500 1732392333.4503
MEM 247.140625 1732392333.5522
MEM 252.156250 1732392333.6572
MEM 253.843750 1732392333.7624
MEM 257.218750 1732392333.8657
MEM 251.953125 1732392333.9707
MEM 232.968750 1732392334.0756
MEM 235.546875 1732392334.1790
MEM 241.078125 1732392334.2841
MEM 246.875000 1732392334.3895
MEM 246.343750 1732392334.4931
MEM 248.031250 1732392334.5946
MEM 253.906250 1732392334.6996
MEM 225.015625 1732392334.8050
MEM 224.171875 1732392334.9087
MEM 224.750000 1732392335.0139
MEM 230.812500 1732392335.1189
MEM 236.015625 1732392335.2240
MEM 241.250000 1732392335.3292
MEM 246.734375 1732392335.4336
MEM 247.390625 1732392335.5389
MEM 237.703125 1732392335.6421
MEM 229.187500 1732392335.7473
MEM 220.453125 1732392335.8475
MEM 218.187500 1732392335.9527
MEM 211.281250 1732392336.0570
MEM 193.468750 1732392336.1615
MEM 188.796875 1732392336.2662
MEM 189.765625 1732392336.3677
MEM 182.046875 1732392336.4739
MEM 182.312500 1732392336.5778
MEM 168.796875 1732392336.6782
MEM 153.593750 1732392336.7829
MEM 153.250000 1732392336.8859
MEM 149.156250 1732392336.9895
MEM 157.250000 1732392337.0940
MEM 157.250000 1732392337.1949
MEM 157.250000 1732392337.2995
MEM 157.250000 1732392337.4047
MEM 159.234375 1732392337.5088
MEM 161.421875 1732392337.6106
MEM 163.312500 1732392337.7123
MEM 164.484375 1732392337.8169
MEM 164.890625 1732392337.9185
MEM 167.921875 1732392338.0242
MEM 169.906250 1732392338.1274
MEM 171.031250 1732392338.2310
MEM 172.343750 1732392338.3353
MEM 167.453125 1732392338.4408
MEM 162.250000 1732392338.5449
MEM 160.171875 1732392338.6475
MEM 161.046875 1732392338.7496
MEM 160.953125 1732392338.8511
MEM 161.546875 1732392338.9520
MEM 150.968750 1732392339.0573
MEM 150.203125 1732392339.1623
MEM 150.984375 1732392339.2674
MEM 152.937500 1732392339.3716
MEM 153.671875 1732392339.4764
MEM 154.859375 1732392339.5799
MEM 155.781250 1732392339.6833
MEM 156.734375 1732392339.7871
MEM 156.734375 1732392339.8892
MEM 156.750000 1732392339.9944
MEM 155.437500 1732392340.0978
MEM 155.437500 1732392340.2033
MEM 155.437500 1732392340.3087
MEM 155.437500 1732392340.4123
