CMDLINE python tracing_client_bench_mem.py
MEM 56.953125 1732394310.3861
MEM 56.953125 1732394310.4912
MEM 56.937500 1732394310.5963
MEM 56.875000 1732394310.7013
MEM 56.875000 1732394310.8064
MEM 56.875000 1732394310.9116
MEM 56.875000 1732394311.0166
MEM 56.875000 1732394311.1217
MEM 56.875000 1732394311.2268
MEM 56.875000 1732394311.3270
MEM 56.875000 1732394311.4288
MEM 56.875000 1732394311.5339
MEM 56.890625 1732394311.6361
MEM 56.875000 1732394311.7412
MEM 56.875000 1732394311.8463
MEM 56.875000 1732394311.9515
MEM 56.875000 1732394312.0519
MEM 56.890625 1732394312.1571
MEM 56.765625 1732394312.2573
MEM 56.796875 1732394312.3624
MEM 56.796875 1732394312.4676
MEM 56.859375 1732394312.5726
MEM 56.859375 1732394312.6777
MEM 56.968750 1732394312.7800
MEM 56.984375 1732394312.8851
MEM 56.984375 1732394312.9902
MEM 56.984375 1732394313.0922
MEM 57.015625 1732394313.1964
MEM 57.015625 1732394313.2968
MEM 57.015625 1732394313.3969
MEM 57.015625 1732394313.5021
MEM 57.015625 1732394313.6071
MEM 57.015625 1732394313.7122
MEM 57.015625 1732394313.8173
MEM 57.015625 1732394313.9224
MEM 57.015625 1732394314.0274
MEM 57.015625 1732394314.1326
MEM 57.015625 1732394314.2377
MEM 57.015625 1732394314.3428
MEM 57.000000 1732394314.4478
MEM 57.000000 1732394314.5530
MEM 57.000000 1732394314.6581
MEM 57.000000 1732394314.7632
MEM 57.000000 1732394314.8683
MEM 56.984375 1732394314.9691
MEM 56.953125 1732394315.0717
MEM 56.953125 1732394315.1769
MEM 56.953125 1732394315.2820
MEM 57.078125 1732394315.3826
MEM 56.984375 1732394315.4865
MEM 57.078125 1732394315.5873
MEM 57.078125 1732394315.6894
MEM 56.968750 1732394315.7928
MEM 56.968750 1732394315.8966
MEM 56.906250 1732394316.0017
MEM 56.953125 1732394316.1069
MEM 56.843750 1732394316.2091
MEM 56.609375 1732394316.3093
MEM 56.593750 1732394316.4145
MEM 56.671875 1732394316.5197
MEM 56.703125 1732394316.6248
MEM 56.687500 1732394316.7300
MEM 56.750000 1732394316.8317
MEM 56.750000 1732394316.9369
MEM 56.875000 1732394317.0375
MEM 56.875000 1732394317.1426
MEM 56.875000 1732394317.2478
MEM 56.953125 1732394317.3490
MEM 57.015625 1732394317.4522
MEM 57.140625 1732394317.5573
MEM 57.062500 1732394317.6626
MEM 57.187500 1732394317.7650
MEM 57.296875 1732394317.8659
MEM 57.328125 1732394317.9710
MEM 57.328125 1732394318.0752
MEM 57.312500 1732394318.1799
MEM 57.328125 1732394318.2850
MEM 57.328125 1732394318.3901
MEM 57.328125 1732394318.4953
MEM 57.328125 1732394318.6004
MEM 57.328125 1732394318.7055
MEM 57.328125 1732394318.8106
MEM 57.328125 1732394318.9107
MEM 57.328125 1732394319.0137
MEM 57.328125 1732394319.1188
MEM 57.328125 1732394319.2239
MEM 57.328125 1732394319.3290
MEM 57.328125 1732394319.4342
MEM 57.265625 1732394319.5348
MEM 57.265625 1732394319.6352
MEM 57.359375 1732394319.7371
MEM 57.343750 1732394319.8385
MEM 57.296875 1732394319.9397
MEM 57.218750 1732394320.0448
MEM 57.218750 1732394320.1500
MEM 57.406250 1732394320.2503
MEM 57.406250 1732394320.3554
MEM 57.468750 1732394320.4576
MEM 57.406250 1732394320.5621
MEM 57.406250 1732394320.6671
MEM 57.406250 1732394320.7722
MEM 57.406250 1732394320.8773
MEM 57.406250 1732394320.9803
MEM 57.375000 1732394321.0849
MEM 57.437500 1732394321.1867
MEM 57.250000 1732394321.2892
MEM 57.250000 1732394321.3908
MEM 57.250000 1732394321.4960
MEM 57.250000 1732394321.5999
MEM 57.437500 1732394321.7034
MEM 57.125000 1732394321.8049
MEM 56.687500 1732394321.9101
MEM 56.562500 1732394322.0103
MEM 56.578125 1732394322.1155
MEM 56.593750 1732394322.2206
MEM 56.718750 1732394322.3254
MEM 56.718750 1732394322.4305
MEM 56.718750 1732394322.5356
MEM 56.718750 1732394322.6407
MEM 56.718750 1732394322.7458
MEM 56.718750 1732394322.8509
MEM 56.718750 1732394322.9560
MEM 56.718750 1732394323.0612
MEM 56.718750 1732394323.1663
MEM 56.718750 1732394323.2714
MEM 56.718750 1732394323.3765
MEM 56.718750 1732394323.4816
MEM 56.718750 1732394323.5867
MEM 56.718750 1732394323.6918
MEM 56.718750 1732394323.7970
MEM 56.828125 1732394323.9021
MEM 56.890625 1732394324.0073
MEM 56.890625 1732394324.1077
MEM 56.937500 1732394324.2129
MEM 56.953125 1732394324.3180
MEM 56.953125 1732394324.4231
MEM 56.953125 1732394324.5283
MEM 56.953125 1732394324.6333
MEM 56.953125 1732394324.7384
MEM 56.953125 1732394324.8435
MEM 57.015625 1732394324.9487
MEM 57.015625 1732394325.0537
MEM 57.015625 1732394325.1546
MEM 57.015625 1732394325.2597
MEM 57.015625 1732394325.3651
MEM 57.015625 1732394325.4701
MEM 56.953125 1732394325.5754
MEM 57.078125 1732394325.6805
MEM 56.953125 1732394325.7859
MEM 56.734375 1732394325.8906
MEM 56.734375 1732394325.9957
MEM 56.671875 1732394326.1008
MEM 56.671875 1732394326.2060
MEM 56.796875 1732394326.3111
MEM 56.796875 1732394326.4161
MEM 56.796875 1732394326.5183
MEM 56.796875 1732394326.6206
MEM 56.796875 1732394326.7257
MEM 56.890625 1732394326.8309
MEM 56.937500 1732394326.9311
MEM 56.968750 1732394327.0363
MEM 57.031250 1732394327.1382
MEM 57.078125 1732394327.2434
MEM 57.078125 1732394327.3455
MEM 57.078125 1732394327.4506
MEM 57.078125 1732394327.5553
MEM 57.203125 1732394327.6604
MEM 57.203125 1732394327.7655
MEM 57.203125 1732394327.8706
MEM 57.203125 1732394327.9757
MEM 57.203125 1732394328.0807
MEM 57.203125 1732394328.1858
MEM 57.328125 1732394328.2909
MEM 57.328125 1732394328.3961
MEM 57.328125 1732394328.5012
MEM 57.328125 1732394328.6062
MEM 57.328125 1732394328.7114
MEM 57.328125 1732394328.8165
MEM 57.328125 1732394328.9216
MEM 57.328125 1732394329.0267
MEM 57.328125 1732394329.1318
MEM 57.328125 1732394329.2369
MEM 57.328125 1732394329.3420
MEM 57.328125 1732394329.4471
MEM 57.328125 1732394329.5522
MEM 57.328125 1732394329.6573
MEM 57.328125 1732394329.7624
MEM 57.328125 1732394329.8675
MEM 57.328125 1732394329.9726
MEM 57.328125 1732394330.0777
MEM 57.328125 1732394330.1828
MEM 57.328125 1732394330.2879
MEM 57.328125 1732394330.3930
MEM 57.328125 1732394330.4933
MEM 57.328125 1732394330.5984
MEM 57.406250 1732394330.7035
MEM 57.406250 1732394330.8086
MEM 57.406250 1732394330.9138
MEM 57.406250 1732394331.0188
MEM 57.406250 1732394331.1239
MEM 57.406250 1732394331.2290
MEM 57.406250 1732394331.3341
MEM 57.406250 1732394331.4391
MEM 57.406250 1732394331.5442
MEM 57.406250 1732394331.6493
MEM 57.406250 1732394331.7544
MEM 57.406250 1732394331.8595
MEM 57.406250 1732394331.9645
MEM 57.406250 1732394332.0696
MEM 57.406250 1732394332.1740
MEM 57.406250 1732394332.2792
MEM 57.406250 1732394332.3843
MEM 57.406250 1732394332.4894
MEM 57.406250 1732394332.5946
MEM 57.406250 1732394332.6997
MEM 57.406250 1732394332.8047
MEM 57.406250 1732394332.9098
MEM 57.390625 1732394333.0149
MEM 57.390625 1732394333.1200
MEM 57.375000 1732394333.2248
MEM 57.375000 1732394333.3299
MEM 57.375000 1732394333.4350
MEM 57.375000 1732394333.5401
MEM 57.375000 1732394333.6452
MEM 57.375000 1732394333.7502
MEM 57.156250 1732394333.8553
MEM 57.281250 1732394333.9556
MEM 57.296875 1732394334.0560
MEM 57.296875 1732394334.1579
MEM 57.421875 1732394334.2589
MEM 57.343750 1732394334.3598
MEM 57.312500 1732394334.4606
MEM 57.312500 1732394334.5625
MEM 57.312500 1732394334.6676
MEM 57.312500 1732394334.7728
MEM 57.437500 1732394334.8768
MEM 57.437500 1732394334.9800
MEM 57.593750 1732394335.0852
MEM 57.718750 1732394335.1903
MEM 57.718750 1732394335.2954
MEM 57.718750 1732394335.4004
MEM 57.718750 1732394335.5056
MEM 57.718750 1732394335.6107
MEM 57.718750 1732394335.7157
MEM 57.718750 1732394335.8208
MEM 57.718750 1732394335.9259
MEM 57.718750 1732394336.0312
MEM 57.718750 1732394336.1363
MEM 57.734375 1732394336.2392
MEM 57.640625 1732394336.3442
MEM 57.640625 1732394336.4465
MEM 57.625000 1732394336.5516
MEM 57.750000 1732394336.6567
MEM 57.750000 1732394336.7619
MEM 57.781250 1732394336.8656
MEM 57.781250 1732394336.9707
MEM 57.781250 1732394337.0734
MEM 57.781250 1732394337.1735
MEM 57.781250 1732394337.2786
MEM 57.781250 1732394337.3836
MEM 57.781250 1732394337.4887
MEM 57.781250 1732394337.5938
MEM 57.781250 1732394337.6989
MEM 57.453125 1732394337.7997
MEM 57.437500 1732394337.9048
MEM 57.296875 1732394338.0094
MEM 57.187500 1732394338.1119
MEM 56.687500 1732394338.2168
MEM 56.484375 1732394338.3201
MEM 56.546875 1732394338.4231
MEM 56.562500 1732394338.5255
MEM 56.656250 1732394338.6306
MEM 56.593750 1732394338.7344
MEM 56.593750 1732394338.8395
MEM 56.531250 1732394338.9406
MEM 56.593750 1732394339.0411
MEM 56.656250 1732394339.1451
MEM 56.656250 1732394339.2503
MEM 56.656250 1732394339.3554
MEM 56.656250 1732394339.4604
MEM 56.656250 1732394339.5656
MEM 56.656250 1732394339.6707
MEM 56.531250 1732394339.7758
MEM 56.531250 1732394339.8809
MEM 56.531250 1732394339.9860
MEM 56.531250 1732394340.0911
MEM 56.515625 1732394340.1962
MEM 56.484375 1732394340.3012
MEM 56.484375 1732394340.4063
MEM 56.296875 1732394340.5115
MEM 56.328125 1732394340.6166
MEM 56.453125 1732394340.7218
MEM 56.312500 1732394340.8271
MEM 56.265625 1732394340.9324
MEM 56.312500 1732394341.0339
MEM 56.203125 1732394341.1376
MEM 56.546875 1732394341.2427
MEM 56.546875 1732394341.3477
MEM 56.625000 1732394341.4488
MEM 56.687500 1732394341.5515
MEM 56.781250 1732394341.6566
MEM 56.984375 1732394341.7568
MEM 56.984375 1732394341.8592
MEM 56.984375 1732394341.9616
MEM 56.984375 1732394342.0667
MEM 56.984375 1732394342.1668
MEM 56.984375 1732394342.2670
MEM 56.984375 1732394342.3674
MEM 56.765625 1732394342.4702
MEM 56.859375 1732394342.5753
MEM 56.859375 1732394342.6804
MEM 56.859375 1732394342.7855
MEM 56.859375 1732394342.8906
MEM 56.796875 1732394342.9957
MEM 56.578125 1732394343.0966
MEM 56.578125 1732394343.2018
MEM 56.578125 1732394343.3069
MEM 56.578125 1732394343.4119
MEM 56.578125 1732394343.5170
MEM 56.578125 1732394343.6221
MEM 56.578125 1732394343.7272
MEM 56.593750 1732394343.8323
MEM 56.593750 1732394343.9335
MEM 56.593750 1732394344.0386
MEM 56.593750 1732394344.1437
MEM 56.593750 1732394344.2488
MEM 56.593750 1732394344.3539
MEM 56.593750 1732394344.4591
MEM 56.593750 1732394344.5642
MEM 56.593750 1732394344.6693
MEM 56.593750 1732394344.7744
MEM 56.593750 1732394344.8795
MEM 56.593750 1732394344.9846
MEM 56.593750 1732394345.0898
MEM 56.593750 1732394345.1948
MEM 56.593750 1732394345.2999
MEM 56.593750 1732394345.4051
MEM 56.593750 1732394345.5102
MEM 56.640625 1732394345.6129
MEM 56.640625 1732394345.7180
MEM 56.640625 1732394345.8231
MEM 56.640625 1732394345.9283
MEM 56.781250 1732394346.0334
MEM 56.843750 1732394346.1385
MEM 56.843750 1732394346.2436
MEM 56.843750 1732394346.3487
MEM 56.843750 1732394346.4538
MEM 56.843750 1732394346.5588
MEM 56.843750 1732394346.6641
MEM 56.843750 1732394346.7692
MEM 56.843750 1732394346.8743
MEM 56.843750 1732394346.9793
MEM 56.843750 1732394347.0845
MEM 56.843750 1732394347.1896
MEM 56.843750 1732394347.2947
MEM 56.843750 1732394347.3998
MEM 56.828125 1732394347.5048
MEM 56.828125 1732394347.6064
MEM 56.828125 1732394347.7115
MEM 56.828125 1732394347.8166
MEM 56.828125 1732394347.9217
MEM 56.828125 1732394348.0268
MEM 56.828125 1732394348.1272
MEM 56.828125 1732394348.2320
MEM 56.828125 1732394348.3357
MEM 56.828125 1732394348.4408
MEM 56.828125 1732394348.5440
MEM 56.828125 1732394348.6442
MEM 56.828125 1732394348.7493
MEM 56.828125 1732394348.8531
MEM 56.828125 1732394348.9582
MEM 56.828125 1732394349.0633
MEM 56.828125 1732394349.1683
MEM 56.828125 1732394349.2735
MEM 56.828125 1732394349.3767
MEM 56.828125 1732394349.4818
MEM 56.828125 1732394349.5869
MEM 56.828125 1732394349.6920
MEM 56.984375 1732394349.7921
MEM 57.015625 1732394349.8972
MEM 57.015625 1732394350.0016
MEM 57.015625 1732394350.1067
MEM 57.015625 1732394350.2118
MEM 57.015625 1732394350.3169
MEM 57.015625 1732394350.4220
MEM 57.015625 1732394350.5271
MEM 57.015625 1732394350.6322
MEM 57.015625 1732394350.7373
MEM 57.015625 1732394350.8424
MEM 57.015625 1732394350.9475
MEM 57.015625 1732394351.0526
MEM 57.015625 1732394351.1577
MEM 57.015625 1732394351.2627
MEM 57.015625 1732394351.3678
MEM 57.015625 1732394351.4730
MEM 57.015625 1732394351.5780
MEM 57.015625 1732394351.6831
MEM 57.015625 1732394351.7882
MEM 57.015625 1732394351.8933
MEM 57.015625 1732394351.9985
MEM 57.015625 1732394352.1006
MEM 56.953125 1732394352.2058
MEM 56.953125 1732394352.3111
MEM 56.953125 1732394352.4162
MEM 56.953125 1732394352.5214
MEM 56.953125 1732394352.6265
MEM 56.953125 1732394352.7316
MEM 56.953125 1732394352.8367
MEM 57.125000 1732394352.9418
MEM 57.187500 1732394353.0469
MEM 57.250000 1732394353.1519
MEM 57.250000 1732394353.2570
MEM 57.375000 1732394353.3591
MEM 57.515625 1732394353.4643
MEM 57.515625 1732394353.5695
MEM 57.515625 1732394353.6724
MEM 57.515625 1732394353.7753
MEM 57.203125 1732394353.8783
MEM 57.109375 1732394353.9835
MEM 57.156250 1732394354.0838
MEM 57.078125 1732394354.1847
MEM 56.781250 1732394354.2855
MEM 56.484375 1732394354.3900
MEM 56.328125 1732394354.4909
MEM 56.234375 1732394354.5929
MEM 55.796875 1732394354.6945
MEM 55.625000 1732394354.7996
MEM 55.687500 1732394354.9004
MEM 55.671875 1732394355.0055
MEM 55.609375 1732394355.1065
MEM 55.609375 1732394355.2102
MEM 55.859375 1732394355.3153
MEM 55.984375 1732394355.4159
MEM 56.171875 1732394355.5210
MEM 56.171875 1732394355.6261
MEM 56.359375 1732394355.7310
MEM 56.437500 1732394355.8348
MEM 56.515625 1732394355.9361
MEM 56.515625 1732394356.0398
MEM 56.515625 1732394356.1449
MEM 56.546875 1732394356.2465
MEM 56.546875 1732394356.3468
MEM 56.546875 1732394356.4520
MEM 56.656250 1732394356.5571
MEM 56.765625 1732394356.6622
MEM 56.781250 1732394356.7660
MEM 56.781250 1732394356.8712
MEM 56.843750 1732394356.9736
MEM 56.843750 1732394357.0788
MEM 56.859375 1732394357.1840
MEM 56.859375 1732394357.2846
MEM 56.859375 1732394357.3850
MEM 57.062500 1732394357.4902
MEM 57.078125 1732394357.5953
MEM 57.171875 1732394357.6956
MEM 57.171875 1732394357.8008
MEM 57.125000 1732394357.9060
MEM 57.125000 1732394358.0111
MEM 57.000000 1732394358.1136
MEM 57.000000 1732394358.2188
MEM 56.906250 1732394358.3239
MEM 57.000000 1732394358.4285
MEM 56.875000 1732394358.5336
MEM 56.687500 1732394358.6388
MEM 56.546875 1732394358.7398
MEM 56.500000 1732394358.8451
MEM 56.171875 1732394358.9502
MEM 55.968750 1732394359.0505
MEM 55.968750 1732394359.1550
MEM 55.968750 1732394359.2600
MEM 55.906250 1732394359.3653
MEM 56.000000 1732394359.4699
MEM 55.734375 1732394359.5754
MEM 56.187500 1732394359.6802
MEM 56.531250 1732394359.7841
MEM 56.578125 1732394359.8888
MEM 56.578125 1732394359.9940
MEM 56.734375 1732394360.0989
MEM 56.750000 1732394360.2041
MEM 54.390625 1732394360.3047
MEM 56.218750 1732394360.4101
MEM 53.921875 1732394360.5125
MEM 56.234375 1732394360.6180
MEM 55.593750 1732394360.7225
MEM 55.562500 1732394360.8277
MEM 55.765625 1732394360.9328
MEM 55.906250 1732394361.0350
MEM 56.125000 1732394361.1402
MEM 56.125000 1732394361.2454
MEM 56.265625 1732394361.3504
MEM 56.375000 1732394361.4556
MEM 56.546875 1732394361.5608
MEM 56.625000 1732394361.6660
MEM 56.640625 1732394361.7712
MEM 56.640625 1732394361.8756
MEM 56.640625 1732394361.9807
MEM 56.640625 1732394362.0858
MEM 56.640625 1732394362.1891
MEM 56.703125 1732394362.2895
MEM 56.703125 1732394362.3904
MEM 56.718750 1732394362.4913
MEM 56.718750 1732394362.5931
MEM 56.718750 1732394362.6932
MEM 56.718750 1732394362.7965
MEM 56.906250 1732394362.8975
MEM 57.031250 1732394362.9986
MEM 57.031250 1732394363.1036
MEM 57.031250 1732394363.2088
MEM 57.031250 1732394363.3139
MEM 57.031250 1732394363.4190
MEM 57.031250 1732394363.5242
MEM 57.093750 1732394363.6256
MEM 57.156250 1732394363.7307
MEM 57.156250 1732394363.8359
MEM 57.218750 1732394363.9410
MEM 57.218750 1732394364.0461
MEM 57.218750 1732394364.1512
MEM 57.218750 1732394364.2563
MEM 57.218750 1732394364.3589
MEM 57.218750 1732394364.4640
MEM 57.218750 1732394364.5649
MEM 57.218750 1732394364.6700
MEM 57.218750 1732394364.7707
MEM 57.218750 1732394364.8711
MEM 57.250000 1732394364.9763
MEM 57.250000 1732394365.0814
MEM 57.250000 1732394365.1864
MEM 57.250000 1732394365.2915
MEM 57.250000 1732394365.3966
MEM 57.250000 1732394365.5017
MEM 57.250000 1732394365.6064
MEM 57.250000 1732394365.7095
MEM 57.250000 1732394365.8143
MEM 57.250000 1732394365.9194
MEM 57.250000 1732394366.0245
MEM 57.250000 1732394366.1285
MEM 57.250000 1732394366.2336
MEM 57.250000 1732394366.3387
MEM 57.250000 1732394366.4438
MEM 57.250000 1732394366.5488
MEM 57.250000 1732394366.6539
MEM 57.250000 1732394366.7590
MEM 57.250000 1732394366.8641
MEM 57.250000 1732394366.9659
MEM 57.343750 1732394367.0710
MEM 57.343750 1732394367.1761
MEM 57.343750 1732394367.2812
MEM 57.343750 1732394367.3864
MEM 57.343750 1732394367.4914
MEM 57.343750 1732394367.5966
MEM 57.343750 1732394367.6968
MEM 57.343750 1732394367.7975
MEM 57.343750 1732394367.9027
MEM 57.343750 1732394368.0078
MEM 57.343750 1732394368.1090
MEM 57.343750 1732394368.2141
MEM 57.343750 1732394368.3192
MEM 57.343750 1732394368.4243
MEM 57.343750 1732394368.5294
MEM 57.343750 1732394368.6345
MEM 57.343750 1732394368.7349
MEM 57.437500 1732394368.8400
MEM 57.437500 1732394368.9451
MEM 57.437500 1732394369.0502
MEM 57.437500 1732394369.1553
MEM 57.437500 1732394369.2604
MEM 57.437500 1732394369.3655
MEM 57.437500 1732394369.4706
MEM 57.515625 1732394369.5756
MEM 57.671875 1732394369.6808
MEM 57.671875 1732394369.7849
MEM 57.687500 1732394369.8897
MEM 57.812500 1732394369.9948
MEM 57.875000 1732394370.0971
MEM 57.875000 1732394370.2022
MEM 58.000000 1732394370.3053
MEM 58.000000 1732394370.4083
MEM 58.000000 1732394370.5134
MEM 58.000000 1732394370.6138
MEM 58.031250 1732394370.7189
MEM 58.031250 1732394370.8221
MEM 58.031250 1732394370.9273
MEM 58.093750 1732394371.0284
